Classification,Market,Wholesale,Retail,Supply Volume,County,Date
White Maize,Nakuru Wakulima,38.89,47.346,7040.0,Nakuru,2024-04-16
White Maize,Nakuru Wakulima,35.56,39.910000000000004,12410.0,Nakuru,2024-04-17
White Maize,Nakuru Wakulima,38.89,47.346,7040.0,Nakuru,2024-04-17
White Maize,Nakuru Wakulima,35.56,39.910000000000004,12410.0,Nakuru,2024-04-18
White Maize,Nakuru Wakulima,38.89,55.166,2700.0,Nakuru,2024-04-18
White Maize,Nakuru Wakulima,35.56,39.910000000000004,12410.0,Nakuru,2024-04-19
White Maize,Nakuru Wakulima,38.89,47.346,7040.0,Nakuru,2024-04-19
White Maize,Nakuru Wakulima,35.56,45.0,3360.0,Nakuru,2024-04-22
White Maize,Nakuru Wakulima,40.0,50.6,1869.0,Nakuru,2024-04-22
White Maize,Nakuru Wakulima,35.56,39.910000000000004,12410.0,Nakuru,2024-04-23
White Maize,Nakuru Wakulima,40.0,50.6,1869.0,Nakuru,2024-04-23
White Maize,Nakuru Wakulima,35.56,39.910000000000004,12410.0,Nakuru,2024-04-24
White Maize,Nakuru Wakulima,40.0,50.6,1869.0,Nakuru,2024-04-24
White Maize,Nakuru Wakulima,40.0,50.6,1869.0,Nakuru,2024-04-26
White Maize,Nakuru Wakulima,35.56,39.910000000000004,12410.0,Nakuru,2024-04-29
White Maize,Nakuru Wakulima,40.0,50.6,1869.0,Nakuru,2024-04-29
White Maize,Nakuru Wakulima,35.56,39.910000000000004,12410.0,Nakuru,2024-04-30
White Maize,Nakuru Wakulima,40.0,50.6,1869.0,Nakuru,2024-04-30
White Maize,Nakuru Wakulima,35.56,39.910000000000004,12410.0,Nakuru,2024-05-03
White Maize,Nakuru Wakulima,40.0,50.0,3330.0,Nakuru,2024-05-03
White Maize,Nakuru Wakulima,35.56,39.910000000000004,12410.0,Nakuru,2024-05-06
White Maize,Nakuru Wakulima,40.0,50.6,1869.0,Nakuru,2024-05-06
White Maize,Nakuru Wakulima,35.56,39.910000000000004,12410.0,Nakuru,2024-05-07
White Maize,Nakuru Wakulima,40.0,50.6,1869.0,Nakuru,2024-05-07
White Maize,Nakuru Wakulima,40.0,50.6,1869.0,Nakuru,2024-05-08
White Maize,Nakuru Wakulima,35.56,39.910000000000004,12410.0,Nakuru,2024-05-08
White Maize,Nakuru Wakulima,40.0,46.152,3600.0,Nakuru,2024-05-13
White Maize,Nakuru Wakulima,34.44,46.2,9864.0,Nakuru,2024-05-14
White Maize,Nakuru Wakulima,40.0,50.6,1869.0,Nakuru,2024-05-14
Yellow Maize,Nakuru Wakulima,40.0,45.0,2514.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,35.56,40.0,818.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,33.33,44.0,3556.6,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,31.288,40.0,2650.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,35.56,40.0,4500.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,33.33,40.0,4586.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,40.0,50.0,1350.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,35.56,40.0,3600.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,40.0,44.0,4566.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,40.0,60.0,10080.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,33.33,40.0,1080.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,36.67,40.0,2160.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,40.0,44.0,180.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,33.33,40.0,810.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,40.0,44.0,1080.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,50.0,60.0,5420.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,40.0,60.0,180.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,35.56,40.0,900.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,35.0,45.0,4500.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,33.33,44.0,1080.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,33.33,44.0,900.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,50.0,60.0,270.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,35.56,40.0,720.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,33.33,44.0,1800.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,40.0,45.0,450.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,33.33,44.0,720.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,33.33,40.0,900.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,35.56,40.0,810.0,Nakuru,2021-05-24
Yellow Maize,Nakuru Wakulima,40.0,45.0,1800.0,Nakuru,2021-08-18
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-08-19
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-08-20
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-08-25
Yellow Maize,Nakuru Wakulima,40.0,45.0,450.0,Nakuru,2021-08-26
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-08-27
Yellow Maize,Nakuru Wakulima,40.0,45.0,900.0,Nakuru,2021-08-30
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-08-31
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-09-01
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-09-02
Yellow Maize,Nakuru Wakulima,40.0,45.0,270.0,Nakuru,2021-09-03
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-09-08
Yellow Maize,Nakuru Wakulima,40.0,45.0,450.0,Nakuru,2021-09-09
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-09-10
Yellow Maize,Nakuru Wakulima,40.0,45.0,900.0,Nakuru,2021-09-13
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-09-14
Yellow Maize,Nakuru Wakulima,40.0,45.0,450.0,Nakuru,2021-09-20
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-09-21
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-09-22
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-09-23
Yellow Maize,Nakuru Wakulima,40.0,45.0,450.0,Nakuru,2021-09-24
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-09-27
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-09-28
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-09-29
Yellow Maize,Nakuru Wakulima,40.0,45.0,900.0,Nakuru,2021-10-01
Yellow Maize,Nakuru Wakulima,40.0,45.0,450.0,Nakuru,2021-10-04
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-10-05
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-10-06
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-10-07
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-10-08
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-10-12
Yellow Maize,Nakuru Wakulima,40.0,45.0,180.0,Nakuru,2021-10-13
Yellow Maize,Nakuru Wakulima,40.0,45.0,180.0,Nakuru,2021-10-14
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-10-15
Yellow Maize,Nakuru Wakulima,37.6,45.0,180.0,Nakuru,2021-10-18
Yellow Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru,2021-10-19
Yellow Maize,Nakuru Wakulima,400.0,45.0,180.0,Nakuru,2021-10-22
Yellow Maize,Nakuru Wakulima,40.0,45.0,270.0,Nakuru,2021-10-25
Yellow Maize,Nakuru Wakulima,40.0,45.0,180.0,Nakuru,2021-10-26
Yellow Maize,Nakuru Wakulima,40.0,50.0,0.0,Nakuru,2021-10-27
Yellow Maize,Nakuru Wakulima,50.0,60.0,2250.0,Nakuru,2021-10-29
Yellow Maize,Nakuru Wakulima,50.0,60.0,0.0,Nakuru,2021-11-01
Yellow Maize,Nakuru Wakulima,45.0,50.0,0.0,Nakuru,2021-11-03
Yellow Maize,Nakuru Wakulima,40.0,50.0,9000.0,Nakuru,2021-11-05
Yellow Maize,Nakuru Wakulima,45.0,50.0,2070.0,Nakuru,2021-11-09
Yellow Maize,Nakuru Wakulima,45.0,50.0,450.0,Nakuru,2021-11-10
Yellow Maize,Nakuru Wakulima,45.0,50.0,0.0,Nakuru,2021-11-11
Yellow Maize,Nakuru Wakulima,45.0,50.0,0.0,Nakuru,2021-11-12
Yellow Maize,Nakuru Wakulima,45.0,50.0,0.0,Nakuru,2021-11-15
Yellow Maize,Nakuru Wakulima,45.0,50.0,0.0,Nakuru,2021-11-16
Yellow Maize,Nakuru Wakulima,45.0,53.0,0.0,Nakuru,2021-11-17
Yellow Maize,Nakuru Wakulima,45.0,50.0,0.0,Nakuru,2021-11-18
Yellow Maize,Nakuru Wakulima,45.0,50.0,0.0,Nakuru,2021-11-19
Yellow Maize,Nakuru Wakulima,45.0,50.0,742.0,Nakuru,2021-11-22
Yellow Maize,Nakuru Wakulima,45.0,50.0,0.0,Nakuru,2021-11-23
Yellow Maize,Nakuru Wakulima,45.0,50.0,742.0,Nakuru,2021-11-24
Yellow Maize,Nakuru Wakulima,45.0,50.0,0.0,Nakuru,2021-11-25
Yellow Maize,Nakuru Wakulima,45.0,50.0,0.0,Nakuru,2021-11-26
Yellow Maize,Nakuru Wakulima,45.0,50.0,0.0,Nakuru,2021-11-29
Yellow Maize,Nakuru Wakulima,45.0,50.0,0.0,Nakuru,2021-11-30
Yellow Maize,Nakuru Wakulima,45.0,50.0,0.0,Nakuru,2021-12-02
Yellow Maize,Nakuru Wakulima,45.0,50.0,1800.0,Nakuru,2021-12-03
Yellow Maize,Nakuru Wakulima,45.0,50.0,0.0,Nakuru,2021-12-06
Yellow Maize,Nakuru Wakulima,45.0,50.0,900.0,Nakuru,2021-12-07
Yellow Maize,Nakuru Wakulima,45.0,50.0,0.0,Nakuru,2021-12-08
Yellow Maize,Nakuru Wakulima,45.0,50.0,0.0,Nakuru,2021-12-09
Yellow Maize,Nakuru Wakulima,45.0,50.0,0.0,Nakuru,2021-12-15
Yellow Maize,Nakuru Wakulima,45.0,50.0,450.0,Nakuru,2021-12-16
Yellow Maize,Nakuru Wakulima,45.0,50.0,630.0,Nakuru,2021-12-20
Yellow Maize,Nakuru Wakulima,45.0,50.0,0.0,Nakuru,2021-12-21
Yellow Maize,Nakuru Wakulima,45.0,50.0,540.0,Nakuru,2021-12-23
Yellow Maize,Nakuru Wakulima,45.0,50.0,180.0,Nakuru,2021-12-29
Yellow Maize,Nakuru Wakulima,45.0,50.0,180.0,Nakuru,2021-12-30
Yellow Maize,Nakuru Wakulima,45.0,50.0,540.0,Nakuru,2022-01-04
Yellow Maize,Nakuru Wakulima,45.0,50.0,0.0,Nakuru,2022-01-05
Yellow Maize,Nakuru Wakulima,44.44,50.0,2700.0,Nakuru,2022-01-06
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-01-07
Yellow Maize,Nakuru Wakulima,44.44,50.0,1800.0,Nakuru,2022-01-10
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-01-12
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-01-13
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-01-14
Yellow Maize,Nakuru Wakulima,44.44,50.0,450.0,Nakuru,2022-01-18
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-01-19
Yellow Maize,Nakuru Wakulima,44.44,50.0,2600.0,Nakuru,2022-01-20
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-01-21
Yellow Maize,Nakuru Wakulima,44.44,50.0,1000.0,Nakuru,2022-01-24
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-01-25
Yellow Maize,Nakuru Wakulima,44.44,50.0,1000.0,Nakuru,2022-01-26
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-01-27
Yellow Maize,Nakuru Wakulima,44.44,50.0,9000.0,Nakuru,2022-01-28
Yellow Maize,Nakuru Wakulima,44.44,50.0,9000.0,Nakuru,2022-01-31
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-02-01
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-02-02
Yellow Maize,Nakuru Wakulima,44.44,50.0,2070.0,Nakuru,2022-02-04
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-02-07
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-02-08
Yellow Maize,Nakuru Wakulima,444.44,50.0,450.0,Nakuru,2022-02-10
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-02-11
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-02-14
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-02-16
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-02-17
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-02-18
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-02-21
Yellow Maize,Nakuru Wakulima,44.44,50.0,2070.0,Nakuru,2022-02-22
Yellow Maize,Nakuru Wakulima,44.44,50.0,1980.0,Nakuru,2022-02-23
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-02-24
Yellow Maize,Nakuru Wakulima,44.44,50.0,9000.0,Nakuru,2022-02-25
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-02-28
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-03-01
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-03-02
Yellow Maize,Nakuru Wakulima,44.44,50.0,990.0,Nakuru,2022-03-03
Yellow Maize,Nakuru Wakulima,44.44,50.0,450.0,Nakuru,2022-03-04
Yellow Maize,Nakuru Wakulima,44.44,50.0,810.0,Nakuru,2022-03-08
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-03-09
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-03-10
Yellow Maize,Nakuru Wakulima,44.44,50.0,0.0,Nakuru,2022-03-11
Yellow Maize,Nakuru Wakulima,50.0,55.0,2790.0,Nakuru,2022-03-14
Yellow Maize,Nakuru Wakulima,50.0,60.0,0.0,Nakuru,2022-03-15
Yellow Maize,Nakuru Wakulima,50.0,60.0,0.0,Nakuru,2022-03-16
Yellow Maize,Nakuru Wakulima,50.0,60.0,0.0,Nakuru,2022-03-17
Yellow Maize,Nakuru Wakulima,50.0,60.0,0.0,Nakuru,2022-03-18
Yellow Maize,Nakuru Wakulima,50.0,60.0,0.0,Nakuru,2022-03-21
Yellow Maize,Nakuru Wakulima,50.0,60.0,1620.0,Nakuru,2022-03-22
Yellow Maize,Nakuru Wakulima,50.0,60.0,0.0,Nakuru,2022-03-23
Yellow Maize,Nakuru Wakulima,50.0,60.0,900.0,Nakuru,2022-03-24
Yellow Maize,Nakuru Wakulima,50.0,60.0,630.0,Nakuru,2022-03-28
Yellow Maize,Nakuru Wakulima,55.56,65.0,1800.0,Nakuru,2022-03-29
Yellow Maize,Nakuru Wakulima,50.0,65.0,0.0,Nakuru,2022-03-30
Yellow Maize,Nakuru Wakulima,50.0,65.0,0.0,Nakuru,2022-04-05
Yellow Maize,Nakuru Wakulima,50.0,65.0,0.0,Nakuru,2022-04-06
Yellow Maize,Nakuru Wakulima,50.0,65.0,0.0,Nakuru,2022-04-07
Yellow Maize,Nakuru Wakulima,50.0,60.0,0.0,Nakuru,2022-04-11
Yellow Maize,Nakuru Wakulima,50.0,60.0,0.0,Nakuru,2022-04-12
Yellow Maize,Nakuru Wakulima,50.0,65.0,0.0,Nakuru,2022-04-13
Yellow Maize,Nakuru Wakulima,50.0,65.0,0.0,Nakuru,2022-04-14
Yellow Maize,Nakuru Wakulima,50.0,65.0,0.0,Nakuru,2022-04-20
Yellow Maize,Nakuru Wakulima,50.0,65.0,900.0,Nakuru,2022-04-21
Yellow Maize,Nakuru Wakulima,50.0,60.0,540.0,Nakuru,2022-04-22
Yellow Maize,Nakuru Wakulima,50.0,65.0,0.0,Nakuru,2022-04-25
Yellow Maize,Nakuru Wakulima,50.0,65.0,0.0,Nakuru,2022-04-27
Yellow Maize,Nakuru Wakulima,50.0,65.0,0.0,Nakuru,2022-04-28
Yellow Maize,Nakuru Wakulima,50.0,70.0,0.0,Nakuru,2022-05-04
Yellow Maize,Nakuru Wakulima,50.0,70.0,0.0,Nakuru,2022-05-05
Yellow Maize,Nakuru Wakulima,50.0,70.0,0.0,Nakuru,2022-05-06
Yellow Maize,Nakuru Wakulima,60.0,70.0,3960.0,Nakuru,2022-05-10
Yellow Maize,Nakuru Wakulima,60.0,70.0,0.0,Nakuru,2022-05-12
Yellow Maize,Nakuru Wakulima,60.0,70.0,0.0,Nakuru,2022-05-13
Yellow Maize,Nakuru Wakulima,60.0,70.0,0.0,Nakuru,2022-05-16
Yellow Maize,Nakuru Wakulima,60.0,70.0,2340.0,Nakuru,2022-05-17
Yellow Maize,Nakuru Wakulima,60.0,70.0,0.0,Nakuru,2022-05-18
Yellow Maize,Nakuru Wakulima,60.0,70.0,0.0,Nakuru,2022-05-19
Yellow Maize,Nakuru Wakulima,60.0,70.0,0.0,Nakuru,2022-05-20
Yellow Maize,Nakuru Wakulima,60.0,70.0,0.0,Nakuru,2022-05-23
Yellow Maize,Nakuru Wakulima,60.0,70.0,0.0,Nakuru,2022-05-26
Yellow Maize,Nakuru Wakulima,60.0,70.0,0.0,Nakuru,2022-05-27
Yellow Maize,Nakuru Wakulima,60.0,70.0,0.0,Nakuru,2022-05-30
Yellow Maize,Nakuru Wakulima,60.0,70.0,3330.0,Nakuru,2022-06-02
Yellow Maize,Nakuru Wakulima,110.0,120.0,5518.0,Nakuru,2022-07-21
Yellow Maize,Nakuru Wakulima,110.0,120.0,0.0,Nakuru,2022-07-22
Yellow Maize,Nakuru Wakulima,110.0,120.0,5518.0,Nakuru,2022-07-25
Yellow Maize,Nakuru Wakulima,110.0,120.0,5518.0,Nakuru,2022-07-26
Yellow Maize,Nakuru Wakulima,90.0,100.0,5210.0,Nakuru,2022-07-27
Yellow Maize,Nakuru Wakulima,110.0,120.0,5518.0,Nakuru,2022-07-28
Yellow Maize,Nakuru Wakulima,110.0,120.0,5518.0,Nakuru,2022-08-01
Yellow Maize,Nakuru Wakulima,110.0,120.0,5518.0,Nakuru,2022-08-02
Yellow Maize,Nakuru Wakulima,110.0,120.0,5518.0,Nakuru,2022-08-03
Yellow Maize,Nakuru Wakulima,110.0,120.0,1170.0,Nakuru,2022-08-24
Yellow Maize,Nakuru Wakulima,110.0,120.0,990.0,Nakuru,2022-08-26
Yellow Maize,Nakuru Wakulima,110.0,120.0,180.0,Nakuru,2022-08-30
Yellow Maize,Nakuru Wakulima,110.0,120.0,5518.0,Nakuru,2022-08-31
Yellow Maize,Nakuru Wakulima,110.0,120.0,900.0,Nakuru,2022-09-01
Yellow Maize,Nakuru Wakulima,110.0,120.0,5518.0,Nakuru,2022-09-02
Yellow Maize,Nakuru Wakulima,110.0,120.0,5518.0,Nakuru,2022-09-05
Yellow Maize,Nakuru Wakulima,90.0,100.0,4500.0,Nakuru,2022-09-16
Yellow Maize,Nakuru Wakulima,90.0,100.0,5210.0,Nakuru,2022-09-19
Yellow Maize,Nakuru Wakulima,90.0,100.0,540.0,Nakuru,2022-09-20
Yellow Maize,Nakuru Wakulima,90.0,100.0,2430.0,Nakuru,2022-09-22
Yellow Maize,Nakuru Wakulima,90.0,100.0,5210.0,Nakuru,2022-09-23
Yellow Maize,Nakuru Wakulima,90.0,100.0,5210.0,Nakuru,2022-09-26
Yellow Maize,Nakuru Wakulima,110.0,120.0,5518.0,Nakuru,2022-09-27
Yellow Maize,Nakuru Wakulima,110.0,120.0,450.0,Nakuru,2022-09-29
Yellow Maize,Nakuru Wakulima,90.0,100.0,5210.0,Nakuru,2022-09-30
Yellow Maize,Nakuru Wakulima,80.0,90.0,2970.0,Nakuru,2022-10-05
Yellow Maize,Nakuru Wakulima,90.0,100.0,5210.0,Nakuru,2022-10-06
Yellow Maize,Nakuru Wakulima,90.0,100.0,5210.0,Nakuru,2022-10-07
Yellow Maize,Nakuru Wakulima,80.0,90.0,990.0,Nakuru,2022-10-11
Yellow Maize,Nakuru Wakulima,80.0,90.0,1980.0,Nakuru,2022-10-12
Yellow Maize,Nakuru Wakulima,80.0,90.0,10880.0,Nakuru,2022-10-13
Yellow Maize,Nakuru Wakulima,80.0,90.0,10880.0,Nakuru,2022-10-18
Yellow Maize,Nakuru Wakulima,80.0,90.0,10880.0,Nakuru,2022-10-19
Yellow Maize,Nakuru Wakulima,80.0,90.0,10880.0,Nakuru,2022-10-21
Yellow Maize,Nakuru Wakulima,80.0,90.0,10880.0,Nakuru,2022-10-24
Yellow Maize,Nakuru Wakulima,80.0,90.0,10880.0,Nakuru,2022-10-25
Yellow Maize,Nakuru Wakulima,80.0,90.0,2520.0,Nakuru,2022-10-31
Yellow Maize,Nakuru Wakulima,80.0,90.0,10880.0,Nakuru,2022-11-02
Yellow Maize,Nakuru Wakulima,80.0,90.0,10880.0,Nakuru,2022-11-03
Yellow Maize,Nakuru Wakulima,80.0,90.0,1800.0,Nakuru,2022-11-04
Yellow Maize,Nakuru Wakulima,80.0,90.0,11440.0,Nakuru,2022-11-07
Yellow Maize,Nakuru Wakulima,80.0,90.0,810.0,Nakuru,2022-11-08
Yellow Maize,Nakuru Wakulima,80.0,90.0,10880.0,Nakuru,2022-11-09
Yellow Maize,Nakuru Wakulima,90.0,90.0,7606.0,Nakuru,2022-11-09
Yellow Maize,Nakuru Wakulima,80.0,90.0,2790.0,Nakuru,2022-11-10
Yellow Maize,Nakuru Wakulima,80.0,90.0,270.0,Nakuru,2022-11-11
Yellow Maize,Nakuru Wakulima,80.0,90.0,540.0,Nakuru,2022-11-14
Yellow Maize,Nakuru Wakulima,80.0,90.0,10880.0,Nakuru,2022-11-15
Yellow Maize,Nakuru Wakulima,70.0,80.0,3600.0,Nakuru,2022-11-16
Yellow Maize,Nakuru Wakulima,70.0,80.0,2088.0,Nakuru,2022-11-17
Yellow Maize,Nakuru Wakulima,70.0,80.0,2700.0,Nakuru,2022-11-28
Yellow Maize,Nakuru Wakulima,80.0,80.0,990.0,Nakuru,2022-11-30
Yellow Maize,Nakuru Wakulima,70.0,80.0,2088.0,Nakuru,2022-12-01
Yellow Maize,Nakuru Wakulima,70.0,80.0,1800.0,Nakuru,2022-12-02
Yellow Maize,Nakuru Wakulima,70.0,80.0,2700.0,Nakuru,2022-12-05
Yellow Maize,Nakuru Wakulima,70.0,80.0,2088.0,Nakuru,2022-12-06
Yellow Maize,Nakuru Wakulima,70.0,80.0,630.0,Nakuru,2022-12-08
Yellow Maize,Nakuru Wakulima,70.0,80.0,2088.0,Nakuru,2022-12-09
Yellow Maize,Nakuru Wakulima,70.0,80.0,2088.0,Nakuru,2022-12-13
Yellow Maize,Nakuru Wakulima,70.0,80.0,1620.0,Nakuru,2022-12-14
Yellow Maize,Nakuru Wakulima,70.0,80.0,2088.0,Nakuru,2022-12-15
Yellow Maize,Nakuru Wakulima,70.0,80.0,900.0,Nakuru,2022-12-16
Yellow Maize,Nakuru Wakulima,70.0,80.0,2088.0,Nakuru,2022-12-19
Yellow Maize,Nakuru Wakulima,70.0,80.0,2088.0,Nakuru,2022-12-20
Yellow Maize,Nakuru Wakulima,70.0,80.0,2700.0,Nakuru,2022-12-21
Yellow Maize,Nakuru Wakulima,70.0,80.0,2088.0,Nakuru,2022-12-28
Yellow Maize,Nakuru Wakulima,70.0,80.0,2088.0,Nakuru,2022-12-29
Yellow Maize,Nakuru Wakulima,70.0,80.0,2088.0,Nakuru,2023-01-09
Yellow Maize,Nakuru Wakulima,70.0,80.0,6300.0,Nakuru,2023-01-10
Yellow Maize,Nakuru Wakulima,70.0,80.0,2088.0,Nakuru,2023-01-13
Yellow Maize,Nakuru Wakulima,80.0,90.0,10880.0,Nakuru,2023-01-16
Yellow Maize,Nakuru Wakulima,70.0,80.0,2088.0,Nakuru,2023-01-17
Yellow Maize,Nakuru Wakulima,70.0,80.0,1800.0,Nakuru,2023-01-18
Yellow Maize,Nakuru Wakulima,70.0,80.0,2970.0,Nakuru,2023-01-19
Yellow Maize,Nakuru Wakulima,70.0,80.0,2088.0,Nakuru,2023-01-20
Yellow Maize,Nakuru Wakulima,70.0,80.0,2088.0,Nakuru,2023-01-23
Yellow Maize,Nakuru Wakulima,70.0,80.0,990.0,Nakuru,2023-01-24
Yellow Maize,Nakuru Wakulima,70.0,80.0,2088.0,Nakuru,2023-01-25
Yellow Maize,Nakuru Wakulima,70.0,80.0,2088.0,Nakuru,2023-01-26
Yellow Maize,Nakuru Wakulima,70.0,80.0,990.0,Nakuru,2023-01-30
Yellow Maize,Nakuru Wakulima,70.0,93.0,5400.0,Nakuru,2023-01-31
Yellow Maize,Nakuru Wakulima,70.0,84.0,5400.0,Nakuru,2023-02-06
Yellow Maize,Nakuru Wakulima,70.0,84.0,5400.0,Nakuru,2023-02-07
Yellow Maize,Nakuru Wakulima,70.0,83.0,2790.0,Nakuru,2023-02-08
Yellow Maize,Nakuru Wakulima,70.0,84.0,5400.0,Nakuru,2023-02-09
Yellow Maize,Nakuru Wakulima,70.0,90.0,3600.0,Nakuru,2023-02-10
Yellow Maize,Nakuru Wakulima,70.0,84.0,5400.0,Nakuru,2023-02-13
Yellow Maize,Nakuru Wakulima,70.0,91.0,2700.0,Nakuru,2023-02-14
Yellow Maize,Nakuru Wakulima,70.0,84.0,5400.0,Nakuru,2023-02-15
Yellow Maize,Nakuru Wakulima,70.0,84.0,5400.0,Nakuru,2023-02-16
Yellow Maize,Nakuru Wakulima,70.0,84.0,5400.0,Nakuru,2023-02-17
Yellow Maize,Nakuru Wakulima,70.0,84.0,5400.0,Nakuru,2023-02-20
Yellow Maize,Nakuru Wakulima,70.0,84.0,5400.0,Nakuru,2023-02-21
Yellow Maize,Nakuru Wakulima,70.0,84.0,5400.0,Nakuru,2023-02-22
Yellow Maize,Nakuru Wakulima,70.0,84.0,5400.0,Nakuru,2023-02-23
Yellow Maize,Nakuru Wakulima,70.0,84.0,5400.0,Nakuru,2023-02-27
Yellow Maize,Nakuru Wakulima,70.0,84.0,5400.0,Nakuru,2023-02-28
Yellow Maize,Nakuru Wakulima,77.78,98.0,1260.0,Nakuru,2023-03-07
Yellow Maize,Nakuru Wakulima,77.78,111.83400000000002,3470.0,Nakuru,2023-03-08
Yellow Maize,Nakuru Wakulima,77.78,92.666,2430.0,Nakuru,2023-03-09
